order_id,order_date,order_month,customer_id,product_id,product_name,category,country,channel,segment,quantity,unit_price,discount,gross_sales,is_return,net_sales
O100522,2024-02-22,2024-02,C10424,P1016,Pour Over Kit,Equipment,Canada,Store Pickup,Consumer,1,30.45,0.1,30.45,0,27.41
O100523,2024-02-03,2024-02,C10567,P1013,Matcha Tin,Tea,Canada,Store Pickup,Consumer,2,17.58,0.15,35.16,1,-29.89
O100524,2024-02-06,2024-02,C10222,P1006,Croissant Box,Bakery,Canada,Store Pickup,Consumer,4,15.57,0.05,62.28,0,59.17
O100525,2024-02-12,2024-02,C10470,P1009,Ethiopian Beans,Coffee,Canada,Store Pickup,Consumer,2,16.43,0.0,32.86,0,32.86
O100526,2024-02-14,2024-02,C10074,P1000,Biscotti Jar,Bakery,Canada,Store Pickup,Consumer,2,11.1,0.15,22.2,0,18.87
O100527,2024-02-16,2024-02,C10266,P1004,Colombian Beans,Coffee,Canada,Store Pickup,Consumer,1,15.8,0.15,15.8,0,13.43
O100528,2024-02-04,2024-02,C10079,P1011,Green Tea,Tea,Canada,Store Pickup,Consumer,2,11.91,0.1,23.82,0,21.44
O100529,2024-02-15,2024-02,C10252,P1010,French Press,Equipment,Canada,Store Pickup,Consumer,1,27.7,0.1,27.7,0,24.93
O100530,2024-02-20,2024-02,C10475,P1007,Earl Grey,Tea,France,Marketplace,Consumer,2,9.08,0.1,18.16,0,16.34
O100531,2024-02-02,2024-02,C10490,P1011,Green Tea,Tea,France,Marketplace,Consumer,4,9.14,0.05,36.56,0,34.73
O100532,2024-02-20,2024-02,C10358,P1008,Espresso Blend,Coffee,France,Marketplace,Consumer,1,13.6,0.25,13.6,0,10.2
O100533,2024-02-21,2024-02,C10533,P1005,Cookie Pack,Bakery,France,Marketplace,Small Business,3,7.72,0.1,23.16,0,20.84
O100534,2024-02-04,2024-02,C10408,P1011,Green Tea,Tea,France,Marketplace,Consumer,1,10.53,0.05,10.53,0,10.0
O100535,2024-02-15,2024-02,C10319,P1012,Herbal Tea,Tea,France,Marketplace,Small Business,3,7.91,0.0,23.73,0,23.73
O100536,2024-02-03,2024-02,C10303,P1011,Green Tea,Tea,France,Marketplace,Consumer,2,9.35,0.0,18.7,0,18.7
O100537,2024-02-15,2024-02,C10343,P1005,Cookie Pack,Bakery,France,Marketplace,Consumer,6,7.96,0.05,47.76,0,45.37
O100538,2024-02-09,2024-02,C10475,P1000,Biscotti Jar,Bakery,France,Marketplace,Consumer,1,10.27,0.1,10.27,0,9.24
O100539,2024-02-02,2024-02,C10139,P1018,Tote Bag,Merch,France,Marketplace,Consumer,2,14.48,0.0,28.96,0,28.96
O100540,2024-02-08,2024-02,C10081,P1003,Cold Brew Pack,Coffee,France,Marketplace,Consumer,1,10.65,0.05,10.65,0,10.12
O100541,2024-02-29,2024-02,C10303,P1013,Matcha Tin,Tea,France,Marketplace,Consumer,2,16.0,0.0,32.0,0,32.0
O100542,2024-02-04,2024-02,C10137,P1002,Ceramic Mug,Merch,France,Marketplace,Small Business,3,12.5,0.15,37.5,0,31.88
O100543,2024-02-26,2024-02,C10176,P1000,Biscotti Jar,Bakery,France,Marketplace,Consumer,2,9.2,0.0,18.4,0,18.4
O100544,2024-02-25,2024-02,C10635,P1000,Biscotti Jar,Bakery,France,Marketplace,Consumer,6,9.47,0.05,56.82,0,53.98
O100545,2024-02-29,2024-02,C10598,P1002,Ceramic Mug,Merch,France,Marketplace,Consumer,2,11.27,0.2,22.54,1,-18.03
O100546,2024-02-18,2024-02,C10210,P1002,Ceramic Mug,Merch,France,Marketplace,Consumer,3,10.8,0.0,32.4,0,32.4
O100547,2024-02-24,2024-02,C10319,P1017,T-Shirt,Merch,France,Marketplace,Small Business,1,20.38,0.0,20.38,0,20.38
O100548,2024-02-07,2024-02,C10408,P1012,Herbal Tea,Tea,France,Marketplace,Consumer,1,7.57,0.0,7.57,0,7.57
O100549,2024-02-10,2024-02,C10460,P1017,T-Shirt,Merch,France,Marketplace,Consumer,1,20.32,0.0,20.32,0,20.32
O100550,2024-02-29,2024-02,C10210,P1002,Ceramic Mug,Merch,France,Online,Consumer,3,10.59,0.0,31.77,0,31.77
O100551,2024-02-04,2024-02,C10319,P1009,Ethiopian Beans,Coffee,France,Online,Small Business,3,14.6,0.15,43.8,0,37.23
O100552,2024-02-07,2024-02,C10007,P1003,Cold Brew Pack,Coffee,France,Online,Small Business,4,10.98,0.0,43.92,0,43.92
O100553,2024-02-14,2024-02,C10088,P1009,Ethiopian Beans,Coffee,France,Online,Consumer,1,15.29,0.0,15.29,0,15.29
O100554,2024-02-25,2024-02,C10343,P1013,Matcha Tin,Tea,France,Online,Consumer,2,14.68,0.05,29.36,0,27.89
O100555,2024-02-27,2024-02,C10083,P1010,French Press,Equipment,France,Online,Consumer,1,24.96,0.0,24.96,0,24.96
O100556,2024-02-25,2024-02,C10007,P1001,Burr Grinder,Equipment,France,Online,Small Business,1,67.21,0.05,67.21,1,-63.85
O100557,2024-02-18,2024-02,C10088,P1000,Biscotti Jar,Bakery,France,Online,Consumer,6,9.51,0.0,57.06,0,57.06
O100558,2024-02-25,2024-02,C10544,P1016,Pour Over Kit,Equipment,France,Online,Consumer,1,30.28,0.0,30.28,0,30.28
O100559,2024-02-23,2024-02,C10490,P1019,Travel Mug,Merch,France,Online,Consumer,3,17.33,0.0,51.99,0,51.99
O100560,2024-02-27,2024-02,C10460,P1003,Cold Brew Pack,Coffee,France,Online,Consumer,2,11.43,0.05,22.86,0,21.72
O100561,2024-02-23,2024-02,C10083,P1008,Espresso Blend,Coffee,France,Online,Consumer,1,14.89,0.05,14.89,0,14.15
O100562,2024-02-21,2024-02,C10428,P1003,Cold Brew Pack,Coffee,France,Online,Consumer,3,10.84,0.0,32.52,0,32.52
O100563,2024-02-13,2024-02,C10342,P1008,Espresso Blend,Coffee,France,Online,Consumer,2,14.93,0.05,29.86,0,28.37
O100564,2024-02-19,2024-02,C10432,P1010,French Press,Equipment,France,Online,Consumer,1,23.41,0.05,23.41,0,22.24
O100565,2024-02-25,2024-02,C10545,P1003,Cold Brew Pack,Coffee,France,Online,Consumer,2,12.01,0.0,24.02,0,24.02
O100566,2024-02-17,2024-02,C10544,P1017,T-Shirt,Merch,France,Online,Consumer,1,20.13,0.0,20.13,0,20.13
O100567,2024-02-11,2024-02,C10505,P1008,Espresso Blend,Coffee,France,Online,Consumer,4,15.55,0.0,62.2,0,62.2
O100568,2024-02-29,2024-02,C10432,P1005,Cookie Pack,Bakery,France,Online,Consumer,1,6.91,0.1,6.91,0,6.22
O100569,2024-02-02,2024-02,C10097,P1004,Colombian Beans,Coffee,France,Online,Consumer,1,14.55,0.05,14.55,0,13.82
O100570,2024-02-12,2024-02,C10490,P1018,Tote Bag,Merch,France,Online,Consumer,1,15.1,0.0,15.1,0,15.1
O100571,2024-02-11,2024-02,C10544,P1011,Green Tea,Tea,France,Online,Consumer,4,10.1,0.0,40.4,0,40.4
O100572,2024-02-15,2024-02,C10088,P1006,Croissant Box,Bakery,France,Store Pickup,Consumer,2,11.94,0.0,23.88,0,23.88
O100573,2024-02-05,2024-02,C10319,P1014,Milk Frother,Equipment,France,Store Pickup,Small Business,2,19.28,0.05,38.56,0,36.63
O100574,2024-02-08,2024-02,C10428,P1013,Matcha Tin,Tea,France,Store Pickup,Consumer,2,17.13,0.1,34.26,0,30.83
O100575,2024-02-04,2024-02,C10490,P1008,Espresso Blend,Coffee,France,Store Pickup,Consumer,3,13.2,0.15,39.6,1,-33.66
O100576,2024-02-07,2024-02,C10390,P1012,Herbal Tea,Tea,France,Store Pickup,Consumer,1,8.55,0.2,8.55,0,6.84
O100577,2024-02-13,2024-02,C10083,P1009,Ethiopian Beans,Coffee,France,Store Pickup,Consumer,1,13.98,0.0,13.98,0,13.98
O100578,2024-02-19,2024-02,C10496,P1019,Travel Mug,Merch,France,Store Pickup,Small Business,2,17.98,0.1,35.96,0,32.36
O100579,2024-02-23,2024-02,C10342,P1000,Biscotti Jar,Bakery,France,Store Pickup,Consumer,1,9.3,0.1,9.3,0,8.37
O100580,2024-02-18,2024-02,C10137,P1007,Earl Grey,Tea,France,Store Pickup,Small Business,3,9.76,0.0,29.28,0,29.28
O100581,2024-02-25,2024-02,C10275,P1019,Travel Mug,Merch,France,Store Pickup,Consumer,3,19.39,0.15,58.17,0,49.44
O100582,2024-02-19,2024-02,C10598,P1006,Croissant Box,Bakery,France,Store Pickup,Consumer,1,11.44,0.1,11.44,0,10.3
O100583,2024-02-27,2024-02,C10199,P1019,Travel Mug,Merch,Germany,Marketplace,Consumer,2,21.61,0.05,43.22,0,41.06
O100584,2024-02-24,2024-02,C10502,P1014,Milk Frother,Equipment,Germany,Marketplace,Consumer,1,20.38,0.1,20.38,0,18.34
O100585,2024-02-23,2024-02,C10372,P1009,Ethiopian Beans,Coffee,Germany,Marketplace,Consumer,2,17.7,0.0,35.4,0,35.4
O100586,2024-02-16,2024-02,C10119,P1012,Herbal Tea,Tea,Germany,Marketplace,Consumer,2,9.22,0.05,18.44,0,17.52
O100587,2024-02-17,2024-02,C10516,P1007,Earl Grey,Tea,Germany,Marketplace,Consumer,2,10.6,0.1,21.2,0,19.08
O100588,2024-02-04,2024-02,C10199,P1002,Ceramic Mug,Merch,Germany,Marketplace,Consumer,1,11.7,0.25,11.7,0,8.77
O100589,2024-02-20,2024-02,C10175,P1009,Ethiopian Beans,Coffee,Germany,Marketplace,Consumer,1,15.29,0.25,15.29,0,11.47
O100590,2024-02-29,2024-02,C10324,P1001,Burr Grinder,Equipment,Germany,Marketplace,Consumer,1,69.82,0.05,69.82,0,66.33
O100591,2024-02-24,2024-02,C10018,P1019,Travel Mug,Merch,Germany,Marketplace,Consumer,2,19.11,0.0,38.22,0,38.22
O100592,2024-02-11,2024-02,C10314,P1006,Croissant Box,Bakery,Germany,Marketplace,Consumer,2,14.59,0.2,29.18,0,23.34
O100593,2024-02-05,2024-02,C10284,P1019,Travel Mug,Merch,Germany,Marketplace,Consumer,1,20.88,0.05,20.88,0,19.84
O100594,2024-02-04,2024-02,C10570,P1006,Croissant Box,Bakery,Germany,Marketplace,Consumer,1,13.44,0.0,13.44,1,-13.44
O100595,2024-02-01,2024-02,C10314,P1019,Travel Mug,Merch,Germany,Marketplace,Consumer,2,18.46,0.15,36.92,0,31.38
O100596,2024-02-23,2024-02,C10478,P1006,Croissant Box,Bakery,Germany,Marketplace,Consumer,2,14.23,0.15,28.46,0,24.19
O100597,2024-02-18,2024-02,C10018,P1014,Milk Frother,Equipment,Germany,Marketplace,Consumer,1,20.61,0.0,20.61,0,20.61
O100598,2024-02-26,2024-02,C10284,P1011,Green Tea,Tea,Germany,Marketplace,Consumer,1,11.64,0.15,11.64,0,9.89
O100599,2024-02-11,2024-02,C10323,P1002,Ceramic Mug,Merch,Germany,Marketplace,Consumer,1,12.81,0.25,12.81,0,9.61
O100600,2024-02-20,2024-02,C10192,P1004,Colombian Beans,Coffee,Germany,Marketplace,Consumer,2,16.21,0.0,32.42,1,-32.42
O100601,2024-02-25,2024-02,C10516,P1018,Tote Bag,Merch,Germany,Marketplace,Consumer,1,15.59,0.0,15.59,0,15.59
O100602,2024-02-02,2024-02,C10192,P1006,Croissant Box,Bakery,Germany,Marketplace,Consumer,2,14.62,0.1,29.24,0,26.32
O100603,2024-02-24,2024-02,C10517,P1000,Biscotti Jar,Bakery,Germany,Marketplace,Consumer,1,10.11,0.1,10.11,0,9.1
O100604,2024-02-29,2024-02,C10106,P1009,Ethiopian Beans,Coffee,Germany,Marketplace,Consumer,1,17.56,0.0,17.56,0,17.56
O100605,2024-02-26,2024-02,C10095,P1017,T-Shirt,Merch,Germany,Marketplace,Consumer,3,22.11,0.05,66.33,0,63.01
O100606,2024-02-12,2024-02,C10305,P1019,Travel Mug,Merch,Germany,Online,Consumer,1,21.08,0.25,21.08,0,15.81
O100607,2024-02-12,2024-02,C10192,P1007,Earl Grey,Tea,Germany,Online,Consumer,2,10.36,0.0,20.72,0,20.72
O100608,2024-02-01,2024-02,C10502,P1018,Tote Bag,Merch,Germany,Online,Consumer,3,16.07,0.15,48.21,0,40.98
O100609,2024-02-27,2024-02,C10018,P1007,Earl Grey,Tea,Germany,Online,Consumer,2,9.74,0.0,19.48,0,19.48
O100610,2024-02-15,2024-02,C10622,P1009,Ethiopian Beans,Coffee,Germany,Online,Consumer,4,16.02,0.1,64.08,0,57.67
O100611,2024-02-11,2024-02,C10353,P1010,French Press,Equipment,Germany,Online,Consumer,1,26.57,0.1,26.57,0,23.91
O100612,2024-02-28,2024-02,C10021,P1012,Herbal Tea,Tea,Germany,Online,Consumer,1,8.52,0.05,8.52,0,8.09
O100613,2024-02-15,2024-02,C10106,P1003,Cold Brew Pack,Coffee,Germany,Online,Consumer,2,13.05,0.1,26.1,0,23.49
O100614,2024-02-13,2024-02,C10491,P1018,Tote Bag,Merch,Germany,Online,Consumer,1,16.28,0.0,16.28,0,16.28
O100615,2024-02-21,2024-02,C10213,P1001,Burr Grinder,Equipment,Germany,Online,Consumer,1,76.34,0.1,76.34,0,68.71
O100616,2024-02-25,2024-02,C10225,P1003,Cold Brew Pack,Coffee,Germany,Online,Consumer,1,11.8,0.2,11.8,1,-9.44
O100617,2024-02-18,2024-02,C10184,P1017,T-Shirt,Merch,Germany,Online,Small Business,3,23.98,0.1,71.94,0,64.75
O100618,2024-02-09,2024-02,C10536,P1014,Milk Frother,Equipment,Germany,Online,Consumer,1,20.52,0.15,20.52,0,17.44
O100619,2024-02-27,2024-02,C10542,P1008,Espresso Blend,Coffee,Germany,Online,Small Business,2,16.13,0.0,32.26,0,32.26
O100620,2024-02-18,2024-02,C10287,P1003,Cold Brew Pack,Coffee,Germany,Online,Consumer,1,12.55,0.0,12.55,0,12.55
O100621,2024-02-03,2024-02,C10516,P1008,Espresso Blend,Coffee,Germany,Online,Consumer,1,15.34,0.05,15.34,0,14.57
O100622,2024-02-17,2024-02,C10253,P1019,Travel Mug,Merch,Germany,Online,Consumer,2,21.09,0.15,42.18,0,35.85
O100623,2024-02-07,2024-02,C10010,P1003,Cold Brew Pack,Coffee,Germany,Online,Consumer,3,12.64,0.1,37.92,0,34.13
O100624,2024-02-20,2024-02,C10489,P1014,Milk Frother,Equipment,Germany,Online,Consumer,1,22.78,0.0,22.78,0,22.78
O100625,2024-02-14,2024-02,C10314,P1007,Earl Grey,Tea,Germany,Online,Consumer,4,9.64,0.2,38.56,0,30.85
O100626,2024-02-17,2024-02,C10184,P1012,Herbal Tea,Tea,Germany,Online,Small Business,2,8.32,0.0,16.64,0,16.64
O100627,2024-02-14,2024-02,C10517,P1001,Burr Grinder,Equipment,Germany,Online,Consumer,1,71.71,0.1,71.71,0,64.54
O100628,2024-02-27,2024-02,C10327,P1013,Matcha Tin,Tea,Germany,Online,Consumer,3,18.49,0.0,55.47,0,55.47
O100629,2024-02-16,2024-02,C10350,P1007,Earl Grey,Tea,Germany,Online,Consumer,2,9.71,0.15,19.42,0,16.51
O100630,2024-02-29,2024-02,C10216,P1001,Burr Grinder,Equipment,Germany,Online,Consumer,1,74.46,0.05,74.46,0,70.74
O100631,2024-02-23,2024-02,C10192,P1010,French Press,Equipment,Germany,Online,Consumer,1,26.38,0.15,26.38,0,22.42
O100632,2024-02-19,2024-02,C10631,P1002,Ceramic Mug,Merch,Germany,Online,Consumer,1,11.71,0.1,11.71,0,10.54
O100633,2024-02-19,2024-02,C10288,P1006,Croissant Box,Bakery,Germany,Store Pickup,Consumer,2,14.15,0.15,28.3,0,24.05
O100634,2024-02-09,2024-02,C10570,P1002,Ceramic Mug,Merch,Germany,Store Pickup,Consumer,3,13.1,0.1,39.3,0,35.37
O100635,2024-02-10,2024-02,C10238,P1006,Croissant Box,Bakery,Germany,Store Pickup,Consumer,2,14.4,0.0,28.8,0,28.8
O100636,2024-02-24,2024-02,C10253,P1012,Herbal Tea,Tea,Germany,Store Pickup,Consumer,4,9.18,0.0,36.72,0,36.72
O100637,2024-02-26,2024-02,C10225,P1000,Biscotti Jar,Bakery,Germany,Store Pickup,Consumer,6,11.13,0.0,66.78,0,66.78
O100638,2024-02-24,2024-02,C10018,P1007,Earl Grey,Tea,Germany,Store Pickup,Consumer,3,10.03,0.1,30.09,0,27.08
O100639,2024-02-20,2024-02,C10288,P1018,Tote Bag,Merch,Germany,Store Pickup,Consumer,2,15.6,0.0,31.2,0,31.2
O100640,2024-02-07,2024-02,C10225,P1010,French Press,Equipment,Germany,Store Pickup,Consumer,1,25.01,0.0,25.01,0,25.01
O100641,2024-02-22,2024-02,C10253,P1019,Travel Mug,Merch,Germany,Store Pickup,Consumer,3,18.36,0.05,55.08,0,52.33
O100642,2024-02-02,2024-02,C10411,P1006,Croissant Box,Bakery,United Kingdom,Marketplace,Consumer,3,15.58,0.05,46.74,0,44.4
O100643,2024-02-19,2024-02,C10630,P1013,Matcha Tin,Tea,United Kingdom,Marketplace,Consumer,1,19.93,0.1,19.93,0,17.94
O100644,2024-02-05,2024-02,C10109,P1018,Tote Bag,Merch,United Kingdom,Marketplace,Consumer,1,18.08,0.1,18.08,0,16.27
O100645,2024-02-12,2024-02,C10094,P1017,T-Shirt,Merch,United Kingdom,Marketplace,Small Business,1,26.35,0.15,26.35,0,22.4
O100646,2024-02-23,2024-02,C10627,P1006,Croissant Box,Bakery,United Kingdom,Marketplace,Consumer,4,16.05,0.2,64.2,0,51.36
O100647,2024-02-21,2024-02,C10354,P1011,Green Tea,Tea,United Kingdom,Marketplace,Consumer,3,13.44,0.2,40.32,0,32.26
O100648,2024-02-21,2024-02,C10173,P1011,Green Tea,Tea,United Kingdom,Marketplace,Consumer,2,13.5,0.05,27.0,0,25.65
O100649,2024-02-17,2024-02,C10232,P1018,Tote Bag,Merch,United Kingdom,Marketplace,Consumer,3,21.37,0.05,64.11,0,60.9
O100650,2024-02-10,2024-02,C10636,P1002,Ceramic Mug,Merch,United Kingdom,Marketplace,Consumer,3,16.59,0.15,49.77,0,42.3
O100651,2024-02-24,2024-02,C10014,P1006,Croissant Box,Bakery,United Kingdom,Marketplace,Consumer,1,16.47,0.2,16.47,0,13.18
O100652,2024-02-21,2024-02,C10052,P1016,Pour Over Kit,Equipment,United Kingdom,Marketplace,Small Business,1,39.16,0.0,39.16,0,39.16
O100653,2024-02-05,2024-02,C10190,P1008,Espresso Blend,Coffee,United Kingdom,Marketplace,Consumer,2,18.08,0.15,36.16,0,30.74
O100654,2024-02-02,2024-02,C10237,P1002,Ceramic Mug,Merch,United Kingdom,Marketplace,Consumer,1,14.04,0.05,14.04,0,13.34
O100655,2024-02-09,2024-02,C10529,P1006,Croissant Box,Bakery,United Kingdom,Marketplace,Consumer,2,17.67,0.0,35.34,0,35.34
O100656,2024-02-10,2024-02,C10359,P1015,Muffin Box,Bakery,United Kingdom,Marketplace,Consumer,3,13.49,0.0,40.47,0,40.47
O100657,2024-02-06,2024-02,C10232,P1004,Colombian Beans,Coffee,United Kingdom,Marketplace,Consumer,2,18.25,0.1,36.5,1,-32.85
O100658,2024-02-15,2024-02,C10522,P1019,Travel Mug,Merch,United Kingdom,Marketplace,Consumer,1,25.85,0.0,25.85,0,25.85
O100659,2024-02-15,2024-02,C10232,P1001,Burr Grinder,Equipment,United Kingdom,Marketplace,Consumer,1,92.47,0.1,92.47,0,83.22
O100660,2024-02-25,2024-02,C10466,P1007,Earl Grey,Tea,United Kingdom,Online,Consumer,4,13.0,0.1,52.0,0,46.8
O100661,2024-02-21,2024-02,C10641,P1011,Green Tea,Tea,United Kingdom,Online,Consumer,2,13.97,0.0,27.94,0,27.94
O100662,2024-02-18,2024-02,C10029,P1017,T-Shirt,Merch,United Kingdom,Online,Consumer,1,28.21,0.15,28.21,0,23.98
O100663,2024-02-02,2024-02,C10096,P1010,French Press,Equipment,United Kingdom,Online,Consumer,2,29.06,0.0,58.12,0,58.12
O100664,2024-02-27,2024-02,C10548,P1008,Espresso Blend,Coffee,United Kingdom,Online,Consumer,3,17.57,0.05,52.71,0,50.07
O100665,2024-02-09,2024-02,C10633,P1008,Espresso Blend,Coffee,United Kingdom,Online,Consumer,1,18.35,0.0,18.35,0,18.35
O100666,2024-02-18,2024-02,C10014,P1003,Cold Brew Pack,Coffee,United Kingdom,Online,Consumer,3,16.46,0.05,49.38,0,46.91
O100667,2024-02-06,2024-02,C10009,P1018,Tote Bag,Merch,United Kingdom,Online,Consumer,2,19.76,0.05,39.52,0,37.54
O100668,2024-02-24,2024-02,C10586,P1019,Travel Mug,Merch,United Kingdom,Online,Consumer,2,23.8,0.0,47.6,0,47.6
O100669,2024-02-09,2024-02,C10272,P1011,Green Tea,Tea,United Kingdom,Online,Consumer,1,14.25,0.0,14.25,0,14.25
O100670,2024-02-23,2024-02,C10267,P1018,Tote Bag,Merch,United Kingdom,Online,Consumer,2,18.99,0.0,37.98,0,37.98
O100671,2024-02-07,2024-02,C10466,P1011,Green Tea,Tea,United Kingdom,Online,Consumer,1,11.94,0.15,11.94,0,10.15
O100672,2024-02-17,2024-02,C10345,P1010,French Press,Equipment,United Kingdom,Online,Consumer,1,29.22,0.0,29.22,0,29.22
O100673,2024-02-25,2024-02,C10109,P1015,Muffin Box,Bakery,United Kingdom,Online,Consumer,1,15.15,0.0,15.15,0,15.15
O100674,2024-02-25,2024-02,C10559,P1010,French Press,Equipment,United Kingdom,Online,Consumer,2,30.78,0.05,61.56,0,58.48
O100675,2024-02-28,2024-02,C10429,P1009,Ethiopian Beans,Coffee,United Kingdom,Online,Consumer,1,21.02,0.0,21.02,0,21.02
O100676,2024-02-01,2024-02,C10274,P1019,Travel Mug,Merch,United Kingdom,Online,Consumer,3,25.32,0.0,75.96,0,75.96
O100677,2024-02-28,2024-02,C10129,P1008,Espresso Blend,Coffee,United Kingdom,Online,Consumer,2,19.13,0.15,38.26,0,32.52
O100678,2024-02-28,2024-02,C10573,P1009,Ethiopian Beans,Coffee,United Kingdom,Online,Consumer,4,21.12,0.1,84.48,0,76.03
O100679,2024-02-04,2024-02,C10268,P1013,Matcha Tin,Tea,United Kingdom,Online,Consumer,2,22.42,0.0,44.84,0,44.84
O100680,2024-02-06,2024-02,C10555,P1012,Herbal Tea,Tea,United Kingdom,Online,Consumer,4,11.27,0.0,45.08,0,45.08
O100681,2024-02-10,2024-02,C10044,P1017,T-Shirt,Merch,United Kingdom,Online,Consumer,1,26.08,0.2,26.08,0,20.86
O100682,2024-02-09,2024-02,C10173,P1000,Biscotti Jar,Bakery,United Kingdom,Online,Consumer,6,12.86,0.15,77.16,0,65.59
O100683,2024-02-02,2024-02,C10466,P1010,French Press,Equipment,United Kingdom,Online,Consumer,1,28.17,0.05,28.17,0,26.76
O100684,2024-02-29,2024-02,C10559,P1008,Espresso Blend,Coffee,United Kingdom,Online,Consumer,2,20.58,0.1,41.16,0,37.04
O100685,2024-02-06,2024-02,C10102,P1013,Matcha Tin,Tea,United Kingdom,Online,Consumer,1,19.34,0.0,19.34,0,19.34
O100686,2024-02-04,2024-02,C10492,P1010,French Press,Equipment,United Kingdom,Online,Small Business,1,32.54,0.15,32.54,0,27.66
O100687,2024-02-13,2024-02,C10131,P1009,Ethiopian Beans,Coffee,United Kingdom,Online,Consumer,2,19.4,0.0,38.8,0,38.8
O100688,2024-02-20,2024-02,C10229,P1010,French Press,Equipment,United Kingdom,Online,Consumer,1,31.64,0.0,31.64,0,31.64
O100689,2024-02-20,2024-02,C10096,P1015,Muffin Box,Bakery,United Kingdom,Online,Consumer,2,13.66,0.05,27.32,0,25.95
O100690,2024-02-22,2024-02,C10559,P1004,Colombian Beans,Coffee,United Kingdom,Online,Consumer,2,18.1,0.05,36.2,0,34.39
O100691,2024-02-20,2024-02,C10345,P1013,Matcha Tin,Tea,United Kingdom,Online,Consumer,2,21.55,0.0,43.1,0,43.1
O100692,2024-02-25,2024-02,C10294,P1004,Colombian Beans,Coffee,United Kingdom,Online,Consumer,3,17.39,0.0,52.17,0,52.17
O100693,2024-02-14,2024-02,C10017,P1011,Green Tea,Tea,United Kingdom,Online,Consumer,1,12.98,0.0,12.98,0,12.98
O100694,2024-02-01,2024-02,C10511,P1019,Travel Mug,Merch,United Kingdom,Online,Consumer,2,22.02,0.05,44.04,0,41.84
O100695,2024-02-10,2024-02,C10268,P1001,Burr Grinder,Equipment,United Kingdom,Online,Consumer,1,79.75,0.0,79.75,0,79.75
O100696,2024-02-13,2024-02,C10141,P1012,Herbal Tea,Tea,United Kingdom,Online,Small Business,1,11.07,0.05,11.07,0,10.52
O100697,2024-02-13,2024-02,C10268,P1004,Colombian Beans,Coffee,United Kingdom,Online,Consumer,3,18.78,0.1,56.34,0,50.71
O100698,2024-02-15,2024-02,C10017,P1009,Ethiopian Beans,Coffee,United Kingdom,Online,Consumer,2,19.23,0.2,38.46,0,30.77
O100699,2024-02-03,2024-02,C10267,P1016,Pour Over Kit,Equipment,United Kingdom,Online,Consumer,1,39.45,0.0,39.45,0,39.45
O100700,2024-02-06,2024-02,C10522,P1013,Matcha Tin,Tea,United Kingdom,Store Pickup,Consumer,1,19.16,0.0,19.16,0,19.16
O100701,2024-02-07,2024-02,C10633,P1000,Biscotti Jar,Bakery,United Kingdom,Store Pickup,Consumer,2,12.87,0.0,25.74,0,25.74
O100702,2024-02-10,2024-02,C10500,P1017,T-Shirt,Merch,United Kingdom,Store Pickup,Consumer,2,26.32,0.0,52.64,0,52.64
O100703,2024-02-15,2024-02,C10017,P1008,Espresso Blend,Coffee,United Kingdom,Store Pickup,Consumer,1,18.32,0.0,18.32,0,18.32
O100704,2024-02-12,2024-02,C10630,P1008,Espresso Blend,Coffee,United Kingdom,Store Pickup,Consumer,1,19.71,0.1,19.71,0,17.74
O100705,2024-02-13,2024-02,C10017,P1003,Cold Brew Pack,Coffee,United Kingdom,Store Pickup,Consumer,1,13.94,0.0,13.94,0,13.94
O100706,2024-02-14,2024-02,C10267,P1009,Ethiopian Beans,Coffee,United Kingdom,Store Pickup,Consumer,2,20.76,0.0,41.52,0,41.52
O100707,2024-02-24,2024-02,C10609,P1004,Colombian Beans,Coffee,United Kingdom,Store Pickup,Consumer,4,16.72,0.2,66.88,0,53.5
O100708,2024-02-29,2024-02,C10017,P1019,Travel Mug,Merch,United Kingdom,Store Pickup,Consumer,3,24.2,0.0,72.6,0,72.6
O100709,2024-02-06,2024-02,C10472,P1018,Tote Bag,Merch,United Kingdom,Store Pickup,Consumer,1,20.83,0.0,20.83,1,-20.83
O100710,2024-02-17,2024-02,C10109,P1010,French Press,Equipment,United Kingdom,Store Pickup,Consumer,1,33.24,0.2,33.24,0,26.59
O100711,2024-02-14,2024-02,C10414,P1004,Colombian Beans,Coffee,United States,Marketplace,Consumer,1,18.95,0.05,18.95,0,18.0
O100712,2024-02-06,2024-02,C10206,P1011,Green Tea,Tea,United States,Marketplace,Consumer,1,14.58,0.05,14.58,0,13.85
O100713,2024-02-07,2024-02,C10387,P1003,Cold Brew Pack,Coffee,United States,Marketplace,Consumer,1,17.98,0.0,17.98,0,17.98
O100714,2024-02-03,2024-02,C10615,P1005,Cookie Pack,Bakery,United States,Marketplace,Consumer,1,10.0,0.25,10.0,0,7.5
O100715,2024-02-28,2024-02,C10462,P1018,Tote Bag,Merch,United States,Marketplace,Consumer,3,20.7,0.0,62.1,0,62.1
O100716,2024-02-04,2024-02,C10165,P1017,T-Shirt,Merch,United States,Marketplace,Consumer,1,30.67,0.15,30.67,0,26.07
O100717,2024-02-27,2024-02,C10309,P1000,Biscotti Jar,Bakery,United States,Marketplace,Consumer,2,13.43,0.05,26.86,0,25.52
O100718,2024-02-04,2024-02,C10312,P1018,Tote Bag,Merch,United States,Marketplace,Consumer,3,23.56,0.0,70.68,0,70.68
