order_id,order_date,customer_id,segment,channel,country,city,region,category,product_name,quantity,unit_price,discount,shipping_cost,revenue
O102315,2024-06-15,C10144,Consumer,Online,Canada,Vancouver,North America,Coffee,Cold Brew Pack,3,14.0,0.0,3.79,42.0
O102318,2024-05-13,C10426,Consumer,N/A,United States,Seattle,North America,Tea,Matcha Tin,5,19.0,0.0,10.42,95.0
O102321,2024-05-01,C10566,Consumer,Online,United States,Austin,North America,Coffee,Espresso Blend,2,16.62,0.05,10.94,31.59
O102322,2024-01-07,C10507,Corporate,Marketplace,United States,Austin,North America,Bakery,Muffin Box,2,12.35,0.0,6.44,24.7
O102325,2024-06-01,C10267,Consumer,Store Pickup,United States,New York,North America,Equipment,Burr Grinder,0,79.0,0.05,6.3,225.15
O102328,2024-03-13,C10398,Small Business,Online,Canada,Vancouver,North America,Bakery,Biscotti Jar,4,11.5,0.0,8.35,46.0
O102331,2024-06-11,C10102,Consumer,Online,United Kingdom,Manchester,Europe,Merch,Ceramic Mug,2,14.0,0.0,6.99,28.0
O102334,2024-03-04,C10195,Consumer,Online,United Kingdom,Manchester,Europe,Coffee,Espresso Blend,1,16.62,0%,4.95,16.62
O102337,2024-01-20,C10195,Consumer,Store Pickup,United States,San Jose,North America,Coffee,Cold Brew Pack,4,14.7,0%,12.4,58.8
O102339,2024-03-10,C10020,Consumer,Store Pickup,Australia,Brisbane,APAC,Bakery,Cookie Pack,4,9.0,0.0,4.0,36.0
O102340,2024-03-04,C10615,Corporate,Online,United States,Seattle,North America,Coffee,Ethiopian Beans,3,18.0,0.0,11.91,54.0
O102341,2024-06-06,C10458,Consumer,Online,Germany,Berlin,Europe,Merch,Travel Mug,1,22.0,0.0,8.03,22.0
O102342,2024-03-05,C10290,,Online,Germany,Munich,Europe,Bakery,Biscotti Jar,5,11.5,0.0,8.75,57.5
O102344,2024-02-01,C10432,,Online,France,Paris,Europe,Merch,Tote Bag,2,18.0,0.0,6.4,36.0
O102346,2024-05-25,C10219,Consumer,Store Pickup,Canada,Montreal,North America,Coffee,Cold Brew Pack,1,14.0,0.0,9.95,14.0
O102349,2024-04-24,C10583,Consumer,Store Pickup,Canada,Toronto,North America,Coffee,Cold Brew Pack,1,13.3,0.05,7.94,12.63
O102351,2024-04-29,C10327,Consumer,Online,United Kingdom,London,Europe,Tea,Matcha Tin,5,19.95,0.0,8.88,99.75
O102354,2024-01-02,C10535,Small Business,Store Pickup,United States,New York,North America,Equipment,French Press,1,29.4,0.0,5.48,29.4
O102355,2024-03-13,C10288,Small Business,Marketplace,Germany,Berlin,Europe,Tea,Herbal Tea,1,10.5,0.0,4.98,10.5
O102356,2024-01-28,C10085,Small Business,Online,Australia,Melbourne,APAC,Bakery,Cookie Pack,3,9.0,0%,2.73,27.0
O102357,2024-01-24,C10349,,,United Kingdom,London,Europe,Coffee,Espresso Blend,2,17.5,0.15,4.13,29.75
O102359,2024-02-19,C10017,Consumer,Online,United Kingdom,London,Europe,Tea,Earl Grey,2,11.55,0.1,4.14,20.79
O102361,2024-06-07,C10644,Consumer,Online,United States,San Jose,North America,Coffee,Espresso Blend,4,17.5,0.0,6.04,70.0
O102362,2024-06-11,C10364,Consumer,Online,United States,Chicago,North America,Tea,Matcha Tin,5,18.05,0.0,6.63,90.25
O102364,2024-04-21,C10234,Consumer,Store Pickup,Australia,Melbourne,APAC,Bakery,Biscotti Jar,2,11.5,0.05,4.38,21.85
O102367,2024-05-13,C10059,Consumer,Online,United Kingdom,Manchester,Europe,Bakery,Cookie Pack,4,9.0,0.0,8.87,36.0
O102368,2024-01-24,C10406,Consumer,Online,United Kingdom,Manchester,Europe,Bakery,Cookie Pack,4,9.0,0.0,9.19,36.0
O102370,2024-01-03,C10365,Small Business,Online,Australia,Sydney,APAC,Coffee,Espresso Blend,2,18.38,0.0,11.3,36.75
O102372,2024-02-11,C10558,Consumer,Online,United States,Austin,North America,Bakery,Croissant Box,1,15.0,0.0,11.47,15.0
O102373,2024-02-10,C10443,Corporate,Marketplace,United States,Seattle,North America,Equipment,Milk Frother,4,24.0,0.0,5.51,96.0
O102375,2024-06-26,C10171,Consumer,Store Pickup,Australia,Melbourne,APAC,Equipment,Milk Frother,5,24.0,0.0,2.54,120.0
O102378,2024-02-16,C10607,Consumer,Online,Australia,Melbourne,APAC,Merch,T-Shirt,3,27.3,0.0,9.05,81.9
O102381,2024-06-20,C10005,Consumer,Marketplace,United States,Austin,North America,Equipment,Pour Over Kit,4,34.0,0.15,11.41,115.6
O102384,2024-03-18,C10505,Consumer,Online,United States,San Jose,North America,Tea,Matcha Tin,-2,19.0,0.0,5.46,-38.0
O102386,2024-05-25,C10639,Consumer,Online,United States,San Jose,North America,Coffee,Ethiopian Beans,4,18.0,0.0,11.58,72.0
O102387,2024-06-05,C10316,Consumer,Marketplace,United States,Chicago,North America,Equipment,Pour Over Kit,1,34.0,0.0,11.17,34.0
O102390,2024-06-09,C10551,Small Business,Marketplace,United States,San Jose,North America,Coffee,Ethiopian Beans,5,18.0,0.0,8.65,90.0
O102391,2024-01-11,C10138,Consumer,Online,Germany,Hamburg,Europe,Bakery,Muffin Box,2,13.0,0.0,3.42,26.0
O102394,2024-05-18,C10195,Consumer,Online,Australia,Melbourne,APAC,Coffee,Colombian Beans,2,16.5,0.0,2.77,33.0
O102396,2024-03-01,C10515,Consumer,Online,Australia,Melbourne,APAC,Coffee,Cold Brew Pack,1,14.0,0.0,7.01,14.0
O102399,2024-04-27,C10646,Consumer,Online,Canada,Vancouver,North America,Merch,Travel Mug,2,22.0,0.05,10.23,41.8
O102400,2024-04-17,C10146,Consumer,Online,United States,Austin,North America,Equipment,Pour Over Kit,1,34.0,0.0,9.27,34.0
O102402,2024-06-21,C10152,Corporate,Online,United Kingdom,Manchester,Europe,Coffee,Ethiopian Beans,2,18.0,0.0,4.85,36.0
O102403,2024-02-09,C10643,Consumer,Store Pickup,United States,Seattle,North America,Tea,Herbal Tea,1,10.0,0.0,5.93,10.0
O102404,2024-05-03,C10442,Consumer,Online,Australia,Melbourne,APAC,Tea,Matcha Tin,3,19.0,0.0,5.81,57.0
O102406,2024-01-25,C10262,Consumer,Store Pickup,Germany,Berlin,Europe,Tea,Green Tea,1,12.0,0.1,3.77,10.8
O102408,2024-01-26,C10369,Consumer,Online,United Kingdom,London,Europe,Equipment,Pour Over Kit,5,34.0,0.0,8.34,170.0
O102409,2024-05-07,C10135,Small Business,Marketplace,United Kingdom,Birmingham,Europe,Bakery,Cookie Pack,5,8.55,0.0,4.96,42.75
O102410,2024-06-17,C10420,Consumer,Online,United States,Seattle,North America,Equipment,Pour Over Kit,2,34.0,0.1,6.0,61.2
O102412,2024-02-16,C10339,Consumer,Store Pickup,Canada,Vancouver,North America,Tea,Matcha Tin,1,19.0,0.0,10.28,19.0
O102414,2024-02-01,C10459,Consumer,Online,Canada,Toronto,North America,Tea,Earl Grey,5,10.45,0.0,8.16,52.25
O102416,2024-02-24,C10239,Small Business,Online,United States,Seattle,North America,Coffee,Cold Brew Pack,3,14.0,0.0,7.6,42.0
O102417,2024-04-01,C10543,Small Business,Online,United States,San Jose,North America,Equipment,Pour Over Kit,5,34.0,0.0,5.12,170.0
O102418,2024-02-12,C10131,,Marketplace,United Kingdom,Birmingham,Europe,Bakery,Muffin Box,2,12.35,0.0,7.08,24.7
O102419,2024-02-17,C10173,Consumer,Online,Australia,Sydney,APAC,Merch,Travel Mug,1,22.0,0.05,12.34,20.9
O102420,2024-01-20,C10602,Small Business,Store Pickup,United States,,North America,Coffee,Cold Brew Pack,5,14.7,0.0,12.43,73.5
O102421,2024-01-11,C10480,Consumer,Store Pickup,United States,,North America,Tea,Matcha Tin,5,19.0,0.0,6.37,95.0
O102423,2024-06-21,C10267,Consumer,Online,Australia,Sydney,APAC,Equipment,Burr Grinder,5,79.0,0.05,5.31,375.25
O102424,2024-06-12,C10509,Consumer,Marketplace,United Kingdom,Birmingham,Europe,Merch,Tote Bag,2,18.0,0.0,2.92,36.0
O102425,2024-01-20,C10223,Consumer,Online,Germany,Hamburg,Europe,Tea,Earl Grey,3,11.0,0.0,3.03,33.0
O102426,2024-02-03,C10194,Small Business,Marketplace,United Kingdom,Manchester,Europe,Merch,Travel Mug,4,22.0,0.0,8.64,88.0
O102429,2024-06-08,C10397,Consumer,Online,United States,Austin,North America,Coffee,Cold Brew Pack,2,14.0,0.0,12.42,28.0
O102430,2024-02-02,C10555,Consumer,Online,United States,San Jose,North America,Equipment,Milk Frother,2,24.0,0.0,10.02,48.0
O102431,2024-06-08,C10264,Small Business,Marketplace,France,Lyon,Europe,Coffee,Ethiopian Beans,1,18.0,0.0,10.45,18.0
O102432,2024-03-13,C10248,Consumer,Online,Canada,Vancouver,North America,Coffee,Cold Brew Pack,1,14.0,0.0,12.04,14.0
O102435,2024-04-09,C10508,Small Business,Marketplace,United Kingdom,London,Europe,Merch,Tote Bag,5,18.0,0.0,11.77,90.0
O102436,2024-02-08,C10647,Consumer,Online,Australia,Melbourne,APAC,Coffee,Ethiopian Beans,5,18.0,0.0,7.87,90.0
O102437,2024-01-26,C10332,Small Business,Online,United States,Seattle,North America,Tea,Herbal Tea,5,10.0,0.0,5.66,50.0
O102439,2024-04-19,C10225,Consumer,Online,United States,Chicago,North America,Tea,Green Tea,4,12.0,0.0,11.21,48.0
O102441,2024-02-04,C10613,Consumer,Store Pickup,United States,San Jose,North America,Coffee,Cold Brew Pack,5,14.0,0.0,8.5,70.0
O102444,2024-02-08,C10057,Small Business,Marketplace,United States,San Jose,North America,Coffee,Espresso Blend,1,17.5,0.0,9.32,17.5
O102446,2024-05-03,C10400,Small Business,Store Pickup,Canada,Montreal,North America,Coffee,Espresso Blend,4,18.38,0.0,10.08,73.5
O102448,2024-05-04,C10388,Small Business,Store Pickup,United States,Seattle,North America,Bakery,Biscotti Jar,4,11.5,0.0,8.03,46.0
O102449,2024-05-21,C10578,Consumer,Store Pickup,United States,New York,North America,Bakery,Muffin Box,3,13.0,0.0,11.16,39.0
O102451,2024-05-07,C10203,Consumer,Online,Canada,Vancouver,North America,Equipment,Pour Over Kit,3,34.0,0.0,9.12,102.0
O102453,2024-02-12,C10569,Consumer,Online,Australia,Brisbane,APAC,Equipment,Pour Over Kit,4,34.0,0.0,10.93,136.0
O102456,2024-04-19,C10457,Consumer,Marketplace,Australia,Melbourne,APAC,Coffee,Espresso Blend,3,17.5,0.0,3.99,52.5
O102457,2024-03-05,C10031,Small Business,Online,United States,Seattle,North America,Coffee,Espresso Blend,2,17.5,0.0,8.56,35.0
O102460,2024-03-06,C10200,Small Business,Marketplace,United Kingdom,,Europe,Coffee,Espresso Blend,3,16.62,0.15,3.41,42.39
O102461,2024-01-22,C10170,Small Business,Online,United Kingdom,Birmingham,Europe,Equipment,Milk Frother,5,24.0,0.15,11.6,102.0
O102464,2024-03-01,C10005,,Store Pickup,United Kingdom,London,Europe,Bakery,Cookie Pack,1,9.0,0.0,6.77,9.0
O102467,2024-03-11,C10073,Consumer,Marketplace,France,Marseille,Europe,Equipment,Pour Over Kit,5,34.0,0.0,8.61,170.0
O102468,2024-06-23,C10316,Corporate,Online,United States,Seattle,North America,Coffee,Cold Brew Pack,3,14.0,0.0,4.36,42.0
O102469,2024-05-05,C10290,Small Business,Online,United Kingdom,London,Europe,Equipment,Milk Frother,1,24.0,0.0,3.75,24.0
O102470,2024-01-17,C10582,Small Business,Online,Australia,Sydney,APAC,Tea,Earl Grey,4,11.0,0.0,4.22,44.0
O102473,2024-04-13,C10327,Consumer,Marketplace,Germany,,Europe,Equipment,French Press,3,28.0,0.15,11.5,71.4
O102476,2024-01-14,C10490,Consumer,Online,France,Lyon,Europe,Equipment,Milk Frother,2,24.0,0.0,6.41,48.0
O102479,2024-02-01,C10267,Consumer,Marketplace,United Kingdom,Manchester,Europe,Coffee,Espresso Blend,5,18.38,0.0,6.15,91.88
O102482,2024-05-02,C10365,Consumer,Online,United States,Chicago,North America,Bakery,Biscotti Jar,2,10.92,0.1,10.05,19.66
O102485,2024-04-12,C10458,Consumer,Online,United Kingdom,London,Europe,Tea,Herbal Tea,1,10.0,0.05,8.04,9.5
O102488,2024-03-18,C10580,Consumer,Online,Canada,Vancouver,North America,Tea,Matcha Tin,5,19.0,0.0,9.56,95.0
O102489,2024-05-28,C10588,Consumer,Store Pickup,France,Marseille,Europe,Merch,Travel Mug,2,22.0,0.1,10.83,39.6
O102492,2024-03-29,C10133,Consumer,Store Pickup,Canada,Vancouver,North America,Coffee,Cold Brew Pack,3,14.7,0.0,10.91,44.1
O102495,2024-05-22,C10015,Corporate,Online,United States,Seattle,North America,Bakery,Biscotti Jar,2,11.5,0.0,10.69,23.0
O102496,2024-04-27,C10456,Small Business,Store Pickup,Australia,Brisbane,APAC,Coffee,Espresso Blend,2,17.5,0.0,3.09,35.0
O102498,2024-02-19,C10247,Consumer,Online,Germany,Berlin,Europe,Equipment,French Press,5,28.0,0.0,7.05,140.0
O102500,2024-02-27,C10541,Corporate,Marketplace,Germany,Berlin,Europe,Coffee,Espresso Blend,5,16.62,0.15,12.1,70.66
O102503,2024-02-09,C10245,Consumer,Marketplace,Germany,Hamburg,Europe,Bakery,Biscotti Jar,5,11.5,0.0,10.71,57.5
O102505,2024-06-09,C10474,Consumer,Marketplace,United States,Seattle,North America,Tea,Herbal Tea,5,10.0,0.0,6.41,50.0
O102508,2024-06-27,C10549,Small Business,Marketplace,United Kingdom,Manchester,Europe,Merch,Tote Bag,1,18.0,0.0,10.78,18.0
O102509,2024-02-03,C10030,Consumer,Store Pickup,United States,San Jose,North America,Merch,T-Shirt,1,26.0,0.05,12.01,24.7
O102512,2024-03-07,C10099,Consumer,Online,United Kingdom,Manchester,Europe,Coffee,Colombian Beans,2,16.5,0.0,6.32,33.0
O102514,2024-04-06,C10448,Consumer,Online,Germany,Berlin,Europe,Bakery,Muffin Box,1,13.0,0.0,7.11,13.0
O102516,2024-03-03,C10220,Consumer,Online,Canada,Vancouver,North America,Equipment,Burr Grinder,4,79.0,0.0,,316.0
O102518,2024-04-03,C10426,Corporate,unknown,United States,Seattle,North America,Equipment,Pour Over Kit,5,35.7,0.0,10.43,178.5
O102521,2024-06-03,C10560,Small Business,Online,United States,Austin,North America,Merch,Travel Mug,3,23.1,0.0,4.72,69.3
O102522,2024-01-26,C10040,Consumer,Online,Canada,Vancouver,North America,Coffee,Colombian Beans,1,16.5,0.0,9.34,16.5
O102525,2024-02-12,C10215,Corporate,Store Pickup,Canada,Vancouver,North America,Bakery,Muffin Box,5,13.65,0.1,5.4,61.42
O102528,2024-01-08,C10633,Consumer,Online,United Kingdom,London,Europe,Equipment,Burr Grinder,3,79.0,0.0,7.56,237.0
O102530,2024-06-19,C10421,Consumer,Store Pickup,United Kingdom,Birmingham,Europe,Tea,Matcha Tin,4,19.95,0.0,6.96,79.8
O102532,2024-04-26,C10615,Consumer,Marketplace,Germany,Munich,Europe,Merch,Tote Bag,5,18.0,0.0,10.98,90.0
O102534,2024-06-02,C10544,Consumer,Online,United Kingdom,Manchester,Europe,Equipment,Milk Frother,2,24.0,0.0,8.07,48.0
O102536,2024-02-06,C10544,Consumer,Online,France,Marseille,Europe,Coffee,Colombian Beans,4,16.5,0.0,11.71,66.0
O102539,2024-01-29,C10468,,Online,Germany,Hamburg,Europe,Coffee,Cold Brew Pack,2,14.0,0.1,10.28,25.2
O102540,2024-06-22,C10472,Consumer,Store Pickup,United Kingdom,Manchester,Europe,Merch,Tote Bag,3,18.0,0.0,10.08,54.0
O102542,2024-03-06,C10210,Consumer,Marketplace,Germany,Munich,Europe,Coffee,Espresso Blend,4,17.5,0.05,9.12,66.5
O102544,2024-02-09,C10392,Corporate,Online,United States,Seattle,North America,Merch,T-Shirt,-2,26.0,0.0,10.25,-52.0
O102547,2024-05-29,C10385,Consumer,Online,United States,New York,North America,Coffee,Colombian Beans,3,17.32,0.0,2.6,51.97
O102550,2024-01-08,C10292,Consumer,Marketplace,United States,Seattle,North America,Equipment,Burr Grinder,-1,79.0,0.0,4.85,-79.0
O102552,2024-06-16,C10547,Small Business,Online,Australia,Brisbane,APAC,Equipment,French Press,4,28.0,0.0,4.53,112.0
O102555,2024-06-03,C10594,Small Business,Online,France,Paris,Europe,Bakery,Biscotti Jar,4,11.5,0.05,12.46,43.7
O102556,2024-03-06,C10117,Consumer,Online,United States,Chicago,North America,Tea,Herbal Tea,1,10.0,0.0,7.82,10.0
O102557,2024-05-22,C10389,Consumer,Online,United States,Seattle,North America,Merch,Ceramic Mug,2,14.0,0.0,11.34,28.0
O102559,2024-06-21,C10180,Consumer,Store Pickup,United Kingdom,Manchester,Europe,Bakery,Biscotti Jar,3,11.5,0.0,5.17,34.5
O102561,2024-02-03,C10620,Consumer,Marketplace,United States,New York,North America,Bakery,Croissant Box,5,15.0,0.0,9.7,75.0
O102563,2024-01-12,C10413,Consumer,Online,Germany,Hamburg,Europe,Tea,Matcha Tin,4,19.0,0.0,12.16,76.0
O102565,2024-04-17,C10278,Consumer,Online,United States,New York,North America,Coffee,Ethiopian Beans,3,18.0,0.0,6.78,54.0
O102566,2024-06-09,C10576,Consumer,Marketplace,Canada,Vancouver,North America,tEA,Earl Grey,2,10.45,0.05,2.56,19.85
O102567,2024-03-20,C10082,Consumer,Store Pickup,Australia,Melbourne,APAC,Coffee,Cold Brew Pack,1,14.7,0.0,4.0,14.7
O102569,2024-04-07,C10588,Consumer,Online,Germany,Berlin,Europe,Merch,T-Shirt,4,27.3,0.0,11.76,109.2
O102571,2024-05-19,C10360,Consumer,Online,United States,San Jose,North America,Merch,Tote Bag,5,18.0,0.0,3.51,90.0
O102572,2024-05-06,C10273,Small Business,Online,Canada,Montreal,North America,Coffee,Colombian Beans,4,16.5,0.05,9.88,62.7
O102574,2024-05-01,C10583,Consumer,Online,United States,Austin,North America,Coffee,Espresso Blend,5,17.5,0.1,11.32,78.75
O102575,2024/03/30,C10501,Consumer,Marketplace,Germany,Berlin,Europe,Coffee,Colombian Beans,5,15.67,0.0,11.08,78.38
O102577,2024-06-22,C10139,Small Business,Online,Australia,Brisbane,APAC,Tea,Herbal Tea,5,10.5,0.0,3.75,52.5
O102579,2024-06-13,C10502,Consumer,Marketplace,Germany,Munich,Europe,Merch,T-Shirt,5,24.7,0.0,6.22,123.5
O102580,2024-03-20,C10457,Corporate,Marketplace,United States,Chicago,North America,Equipment,French Press,4,28.0,0.0,9.81,112.0
O102581,2024-03-13,C10173,Small Business,Online,United Kingdom,Manchester,Europe,Coffee,Espresso Blend,1,17.5,0.0,9.16,17.5
O102583,2024-01-26,C10195,Consumer,Online,Germany,Hamburg,Europe,Coffee,Espresso Blend,4,17.5,0.0,2.7,70.0
O102586,2024-03-03,C10305,Consumer,Online,Germany,Munich,Europe,Merch,Ceramic Mug,4,13.3,0.0,11.03,53.2
O102589,2024-02-13,C10497,Consumer,Online,United States,Seattle,North America,Tea,Matcha Tin,5,18.05,0.05,11.42,85.74
O102590,2024-03-23,C10603,Small Business,Marketplace,United States,Austin,North America,Merch,Ceramic Mug,3,14.0,0.05,8.71,39.9
O102591,2024-04-26,C10419,Consumer,Online,United Kingdom,Birmingham,Europe,Merch,T-Shirt,1,27.3,0.0,8.58,27.3
O102592,2024-04-27,C10520,Consumer,Store Pickup,United Kingdom,Birmingham,Europe,Tea,Earl Grey,3,11.0,0.0,11.95,33.0
O102595,2024-05-23,C10593,Small Business,Store Pickup,United States,Seattle,North America,Equipment,French Press,5,28.0,0.0,12.35,140.0
O102596,2024-05-14,C10360,Consumer,Online,Australia,Brisbane,APAC,Merch,Tote Bag,5,17.1,0.0,3.37,85.5
O102599,2024-05-06,C10020,Corporate,Online,Canada,Montreal,North America,Equipment,Milk Frother,4,24.0,0.0,5.53,96.0
O102600,2024-02-03,C10093,Consumer,Online,Germany,Munich,Europe,Equipment,Burr Grinder,2,79.0,0.15,12.3,134.3
O102603,2024-03-25,C10067,Small Business,Online,Canada,Toronto,North America,Bakery,Croissant Box,4,14.25,0.0,5.73,57.0
O102605,2024-01-15,C10293,Consumer,Store Pickup,United States,Seattle,North America,Tea,Herbal Tea,1,10.0,0.15,10.24,8.5
O102606,2024-05-24,C10468,Small Business,Store Pickup,United States,Chicago,North America,Equipment,Pour Over Kit,5,34.0,0.0,11.76,170.0
O102609,2024-04-21,C10212,Consumer,Online,United Kingdom,Manchester,Europe,Merch,Tote Bag,2,17.1,0.0,10.67,34.2
O102612,2024-01-29,C10638,Consumer,Marketplace,Canada,Vancouver,North America,Equipment,French Press,1,28.0,0.15,4.36,23.8
O102615,2024-03-19,C10529,Consumer,Online,Canada,Vancouver,North America,Coffee,Ethiopian Beans,4,18.0,0.0,9.88,72.0
O102617,2024-03-03,C10094,Small Business,Store Pickup,United Kingdom,London,Europe,Bakery,Muffin Box,2,13.0,0.0,,26.0
O102619,2024-03-06,C10072,Consumer,Online,United States,Chicago,North America,Equipment,Pour Over Kit,1,32.3,0.0,6.0,32.3
O102621,2024-03-13,C10035,Consumer,Online,Germany,Berlin,Europe,Coffee,Espresso Blend,2,17.5,0.0,4.67,35.0
O102624,2024-03-26,C10468,Corporate,Marketplace,Canada,Vancouver,North America,Coffee,Cold Brew Pack,3,14.0,0.0,11.14,42.0
O102627,2024-06-06,C10497,Consumer,Marketplace,Canada,Vancouver,North America,Coffee,Cold Brew Pack,1,14.0,0.1,,12.6
O102628,2024-04-21,C10353,,Online,Germany,Berlin,Europe,Merch,Travel Mug,1,22.0,0.0,8.39,22.0
O102630,2024-04-24,C10116,Consumer,Marketplace,United States,Austin,North America,Equipment,Pour Over Kit,5,34.0,0.1,4.35,153.0
O102631,2024-03-18,C10146,Consumer,Marketplace,Germany,Hamburg,Europe,Tea,Green Tea,5,12.0,0.0,4.14,60.0
O102633,2024-05-21,C10089,,Marketplace,Australia,,APAC,Bakery,Cookie Pack,5,9.0,0%,5.24,45.0
O102636,2024-06-08,C10354,Corporate,Online,Germany,Munich,Europe,Equipment,Burr Grinder,2,79.0,0.05,6.08,150.1
O102638,2024-06-12,C10602,Consumer,online,United States,San Jose,North America,Tea,Earl Grey,2,11.0,0.0,11.37,22.0
O102641,2024-06-18,C10522,Consumer,Online,United Kingdom,London,Europe,Coffee,Espresso Blend,5,17.5,0.0,,87.5
O102643,2024-05-05,C10498,Consumer,Online,Canada,Toronto,North America,Merch,Ceramic Mug,2,13.3,0.1,2.56,23.94
O102646,2024-06-27,C10577,Corporate,Marketplace,France,Lyon,Europe,tEA,Green Tea,1,12.0,0.0,10.14,12.0
O102648,2024-05-04,C10534,Consumer,Online,Canada,Vancouver,North America,Equipment,Burr Grinder,1,79.0,0.0,9.27,79.0
O102650,2024-03-15,C10004,Consumer,Online,Germany,Hamburg,Europe,Coffee,Espresso Blend,2,17.5,0.0,11.21,35.0
O102653,2024-05-26,C10028,Small Business,Online,Germany,Berlin,Europe,Equipment,Milk Frother,5,24.0,0.0,11.59,120.0
O102654,2024-02-19,C10367,Consumer,Online,United States,Seattle,North America,Merch,Ceramic Mug,4,14.0,0.0,11.45,56.0
O102655,2024-06-18,C10217,Consumer,Online,United Kingdom,London,Europe,Coffee,Ethiopian Beans,5,18.0,0.0,4.18,90.0
O102657,2024-05-01,C10179,Consumer,Online,United States,Chicago,North America,Bakery,Muffin Box,5,13.0,0%,8.65,65.0
O102659,2024-05-08,C10098,Consumer,Online,United States,Seattle,North America,Tea,Herbal Tea,3,10.0,0.0,2.53,30.0
O102662,2024-02-28,C10453,Consumer,Marketplace,Australia,Melbourne,APAC,Equipment,Milk Frother,1,24.0,0.0,3.49,24.0
O102663,2024-04-27,C10365,Consumer,Store Pickup,United States,San Jose,North America,Bakery,Croissant Box,0,15.0,0.05,7.08,14.25
O102665,2024-06-11,C10072,Consumer,Online,France,Marseille,Europe,Merch,Ceramic Mug,1,13.3,0.0,10.82,13.3
O102666,2024-04-18,C10273,Consumer,Online,United States,New York,North America,Bakery,Muffin Box,1,13.0,0.0,6.57,13.0
O102669,2024-01-01,C10303,Consumer,Online,United States,New York,North America,Coffee,Cold Brew Pack,4,14.0,0.0,6.33,56.0
O102671,2024-01-15,C10194,Consumer,Store Pickup,Canada,Montreal,North America,Equipment,Milk Frother,3,24.0,0.05,3.45,68.4
O102673,2024-03-23,C10595,Consumer,Online,United States,N/A,North America,Coffee,Cold Brew Pack,1,14.0,0.0,10.47,14.0
O102676,2024-03-27,C10296,Consumer,Online,France,Paris,Europe,Bakery,Cookie Pack,1,9.0,0.0,6.19,9.0
O102679,2024-03-14,C10634,Small Business,Online,United States,San Jose,North America,Coffee,Ethiopian Beans,3,17.1,0.0,10.23,51.3
O102680,2024-02-22,C10057,Consumer,Store Pickup,Germany,Munich,Europe,Tea,Herbal Tea,5,10.0,0.0,8.16,50.0
O102681,2024-01-03,C10536,Corporate,Store Pickup,Germany,Berlin,Europe,Bakery,Biscotti Jar,4,11.5,0.0,7.24,46.0
O102682,2024-01-20,C10377,,,United States,Austin,North America,Bakery,Cookie Pack,1,9.0,0.0,11.07,9.0
O102685,2024-02-08,C10619,Small Business,Online,France,Lyon,Europe,Coffee,Colombian Beans,2,16.5,0.0,,33.0
O102688,2024-06-06,C10020,Small Business,Marketplace,Canada,Montreal,North America,Tea,Matcha Tin,3,19.0,0.05,11.51,54.15
O102689,2024-02-02,C10382,Small Business,Online,Germany,Munich,Europe,Equipment,Pour Over Kit,2,34.0,0.0,4.28,68.0
O102690,2024-03-19,C10264,Corporate,Online,France,Marseille,Europe,Tea,Green Tea,4,12.0,0.0,7.62,48.0
O102693,2024-03-07,C10550,Small Business,Store Pickup,United States,Seattle,North America,Merch,Tote Bag,2,18.0,0.0,11.09,36.0
O102694,2024-03-26,C10354,Small Business,Store Pickup,France,Marseille,Europe,Tea,Green Tea,4,12.6,0.0,8.96,50.4
O102695,2024-05-07,C10406,Consumer,Marketplace,Canada,Vancouver,North America,Merch,Travel Mug,5,22.0,0.0,8.13,110.0
O102696,2024-03-23,C10206,Consumer,Online,United States,Austin,North America,Tea,Herbal Tea,4,10.0,0.0,10.19,40.0
O102698,2024-02-14,C10622,Consumer,Online,United Kingdom,Birmingham,Europe,Bakery,Croissant Box,1,15.0,0.0,10.79,15.0
O102701,2024-06-14,C10299,Consumer,Online,Germany,Munich,Europe,Tea,Green Tea,2,12.0,0.0,11.0,24.0
O102704,2024-02-20,C10600,Consumer,Online,Australia,Melbourne,APAC,Equipment,French Press,4,26.6,0.0,5.23,106.4
O102706,2024-04-22,C10113,Consumer,Marketplace,Canada,Vancouver,North America,Merch,Tote Bag,5,18.0,0.0,3.09,90.0
O102707,2024-02-03,C10267,Consumer,Online,United Kingdom,Birmingham,Europe,Coffee,Ethiopian Beans,2,18.0,0.1,2.96,32.4
O102708,2024-01-11,C10022,Small Business,Online,Australia,Melbourne,APAC,Tea,Matcha Tin,3,19.95,0.05,4.64,56.86
O102710,2024-01-11,C10162,Consumer,Online,United States,Seattle,North America,Coffee,Espresso Blend,5,$17.5,0.0,7.57,87.5
O102712,2024-01-20,C10248,Consumer,Online,United States,Seattle,North America,Tea,Herbal Tea,4,10.0,0%,11.43,40.0
O102713,2024-06-17,C10390,Consumer,Marketplace,United States,Seattle,North America,Bakery,Cookie Pack,5,9.0,0.0,2.89,45.0
O102714,2024-02-20,C10385,Consumer,Online,United States,Seattle,North America,Tea,Earl Grey,3,11.0,0.1,3.44,29.7
O102715,2024-02-12,C10434,Small Business,Marketplace,United States,Chicago,North America,Bakery,Muffin Box,5,13.0,0.05,5.64,61.75
O102718,2024-05-03,C10283,Consumer,Online,United Kingdom,London,Europe,Coffee,Espresso Blend,5,17.5,0.0,7.51,87.5
