order_id,order_date,region,state,segment,category,sub_category,ship_mode,quantity,discount,sales,profit,customer_id
ORD-2025-01370,2025-03-25,West,Arizona,Consumer,Office Supplies,Appliances,Standard Class,3,0.31,278.18,-3.26,C10364
ORD-2025-01371,2025-05-15,Central,Illinois,Home Office,Technology,Machines,Standard Class,7,0.06,1620.2,306.24,C11612
ORD-2024-01372,2024-03-13,South,Florida,Corporate,Furniture,Bookcases,Second Class,6,0.11,758.25,20.29,C11729
ORD-2025-01373,2025-12-13,East,New York,Consumer,Furniture,Furnishings,Same Day,3,0.07,176.16,-31.69,C10091
ORD-2024-01374,2024-10-22,East,Pennsylvania,Corporate,Technology,Accessories,First Class,4,0.07,119.55,7.34,C11601
ORD-2024-01375,2024-01-17,Central,Illinois,Consumer,Office Supplies,Storage,Standard Class,2,0.17,91.73,-7.05,C11792
ORD-2025-01376,2025-10-02,West,Washington,Consumer,Office Supplies,Binders,Standard Class,5,0.05,109.51,-8.96,C11516
ORD-2024-01377,2024-08-04,West,Oregon,Consumer,Technology,Machines,First Class,3,0.0,916.01,220.21,C10847
ORD-2024-01378,2024-03-01,Central,Minnesota,Consumer,Office Supplies,Paper,First Class,4,0.03,63.38,-15.8,C11344
ORD-2025-01379,2025-09-07,Central,Michigan,Consumer,Furniture,Bookcases,Standard Class,8,0.21,1271.56,-25.6,C11655
ORD-2024-01380,2024-02-11,Central,Illinois,Corporate,Office Supplies,Storage,Second Class,6,0.16,401.13,-3.28,C10798
ORD-2024-01381,2024-01-25,Central,Michigan,Consumer,Technology,Phones,Second Class,1,0.11,185.12,-3.2,C10107
ORD-2024-01382,2024-02-08,Central,Illinois,Corporate,Technology,Phones,Standard Class,6,0.12,1690.88,240.43,C11659
ORD-2024-01383,2024-05-10,West,California,Consumer,Furniture,Bookcases,Standard Class,7,0.08,667.99,51.79,C11759
ORD-2025-01384,2025-05-12,East,New York,Consumer,Office Supplies,Paper,First Class,5,0.02,127.3,-5.16,C11402
ORD-2024-01385,2024-08-16,West,California,Home Office,Technology,Phones,Second Class,1,0.29,146.46,-1.14,C10639
ORD-2024-01386,2024-04-17,West,Washington,Corporate,Office Supplies,Storage,Standard Class,1,0.17,43.46,-17.09,C11273
ORD-2024-01387,2024-06-20,Central,Ohio,Home Office,Technology,Copiers,Second Class,6,0.09,2947.85,483.53,C10017
ORD-2025-01388,2025-03-10,South,Texas,Home Office,Office Supplies,Binders,Second Class,4,0.03,130.47,1.62,C10173
ORD-2025-01389,2025-04-22,South,Texas,Consumer,Technology,Machines,First Class,6,0.06,1669.25,287.68,C11561
ORD-2024-01390,2024-04-11,Central,Ohio,Consumer,Office Supplies,Paper,Standard Class,8,0.25,59.92,-15.59,C10535
ORD-2025-01391,2025-06-07,West,Washington,Home Office,Furniture,Furnishings,Same Day,2,0.13,125.47,-17.57,C11704
ORD-2024-01392,2024-10-01,West,Arizona,Home Office,Furniture,Furnishings,Standard Class,4,0.05,185.07,11.23,C11391
ORD-2025-01393,2025-09-04,South,Florida,Corporate,Office Supplies,Paper,Second Class,4,0.08,68.42,-4.11,C11309
ORD-2024-01394,2024-02-13,Central,Ohio,Corporate,Office Supplies,Paper,Second Class,5,0.02,101.15,-25.29,C10263
ORD-2024-01395,2024-01-17,Central,Illinois,Corporate,Office Supplies,Binders,Standard Class,8,0.12,211.23,14.61,C11603
ORD-2024-01396,2024-11-25,South,Georgia,Consumer,Technology,Phones,Standard Class,7,0.02,1947.72,453.36,C11197
ORD-2025-01397,2025-07-22,Central,Ohio,Corporate,Furniture,Chairs,First Class,7,0.04,1024.58,112.81,C11211
ORD-2025-01398,2025-05-11,South,Texas,Home Office,Furniture,Tables,Second Class,4,0.06,1546.57,146.75,C10685
ORD-2024-01399,2024-01-12,West,Oregon,Corporate,Furniture,Furnishings,Standard Class,8,0.12,479.5,28.38,C11240
ORD-2024-01400,2024-11-13,Central,Ohio,Consumer,Furniture,Tables,Standard Class,8,0.13,2000.85,104.21,C11497
ORD-2025-01401,2025-08-14,South,Florida,Consumer,Technology,Phones,Standard Class,8,0.11,1989.74,312.86,C10585
ORD-2024-01402,2024-08-03,East,Massachusetts,Consumer,Office Supplies,Appliances,Standard Class,5,0.02,390.8,64.43,C11536
ORD-2024-01403,2024-12-04,Central,Minnesota,Consumer,Office Supplies,Binders,Same Day,3,0.21,41.28,-25.26,C10478
ORD-2025-01404,2025-10-22,East,New Jersey,Home Office,Technology,Machines,Second Class,5,0.12,884.04,133.02,C10573
ORD-2024-01405,2024-03-21,South,Texas,Consumer,Furniture,Chairs,Same Day,7,0.06,1450.66,104.2,C10429
ORD-2025-01406,2025-12-27,West,California,Consumer,Furniture,Tables,Standard Class,4,0.26,921.59,-65.84,C10402
ORD-2025-01407,2025-04-29,Central,Michigan,Consumer,Office Supplies,Storage,Second Class,3,0.15,139.45,4.34,C10514
ORD-2025-01408,2025-01-08,West,Oregon,Corporate,Technology,Copiers,Standard Class,3,0.07,1733.45,323.93,C11493
ORD-2025-01409,2025-12-10,Central,Minnesota,Corporate,Office Supplies,Appliances,First Class,2,0.11,164.65,-6.81,C10869
ORD-2024-01410,2024-07-18,West,California,Consumer,Technology,Accessories,Standard Class,6,0.08,172.74,13.1,C11126
ORD-2025-01411,2025-06-20,West,California,Consumer,Furniture,Chairs,Standard Class,4,0.31,411.4,-49.41,C10857
ORD-2025-01412,2025-04-10,East,Massachusetts,Consumer,Office Supplies,Appliances,Standard Class,1,0.08,61.88,14.12,C11014
ORD-2024-01413,2024-03-29,South,North Carolina,Consumer,Office Supplies,Appliances,Standard Class,6,0.17,378.71,19.16,C11656
ORD-2024-01414,2024-09-24,West,Washington,Consumer,Technology,Phones,Second Class,4,0.13,815.18,117.99,C10590
ORD-2025-01415,2025-10-16,West,Arizona,Home Office,Furniture,Chairs,Second Class,1,0.16,122.33,-6.73,C11342
ORD-2025-01416,2025-07-24,Central,Ohio,Consumer,Office Supplies,Binders,Second Class,6,0.3,135.15,5.81,C10844
ORD-2025-01417,2025-05-03,East,New Jersey,Consumer,Technology,Accessories,Same Day,7,0.03,241.88,16.95,C11403
ORD-2025-01418,2025-06-21,South,Florida,Corporate,Office Supplies,Storage,Standard Class,2,0.04,77.79,5.19,C10913
ORD-2024-01419,2024-02-16,West,Washington,Consumer,Office Supplies,Appliances,Standard Class,4,0.08,379.93,52.32,C10068
ORD-2024-01420,2024-10-14,Central,Ohio,Corporate,Office Supplies,Appliances,First Class,6,0.05,518.2,61.47,C10570
ORD-2024-01421,2024-01-16,West,Arizona,Consumer,Technology,Copiers,Standard Class,2,0.07,998.48,187.27,C11451
ORD-2025-01422,2025-12-11,West,Washington,Corporate,Technology,Machines,Standard Class,1,0.35,240.05,-29.79,C10236
ORD-2025-01423,2025-02-04,Central,Minnesota,Corporate,Office Supplies,Paper,First Class,5,0.24,107.0,-11.8,C11247
ORD-2024-01424,2024-03-26,Central,Ohio,Home Office,Furniture,Chairs,Standard Class,7,0.24,634.08,-43.91,C10176
ORD-2024-01425,2024-09-06,Central,Ohio,Consumer,Technology,Copiers,Standard Class,4,0.07,1382.63,267.3,C11522
ORD-2025-01426,2025-01-25,East,Massachusetts,Consumer,Office Supplies,Paper,Standard Class,3,0.05,29.33,-10.56,C10867
ORD-2024-01427,2024-11-30,East,Massachusetts,Consumer,Technology,Phones,Standard Class,3,0.12,618.23,78.67,C10506
ORD-2025-01428,2025-09-20,East,New York,Home Office,Office Supplies,Storage,Standard Class,2,0.16,56.89,-7.53,C10878
ORD-2025-01429,2025-06-02,South,Florida,Home Office,Office Supplies,Paper,Standard Class,7,0.15,97.89,18.08,C10244
ORD-2024-01430,2024-05-16,East,Pennsylvania,Consumer,Office Supplies,Storage,Standard Class,5,0.07,239.27,68.52,C10951
ORD-2025-01431,2025-11-18,East,Pennsylvania,Consumer,Office Supplies,Storage,Standard Class,3,0.03,138.88,14.62,C10915
ORD-2025-01432,2025-05-12,East,New York,Consumer,Technology,Accessories,Standard Class,8,0.13,272.13,20.37,C11175
ORD-2025-01433,2025-12-27,Central,Illinois,Consumer,Furniture,Furnishings,Second Class,3,0.18,173.49,-1.47,C10974
ORD-2025-01434,2025-04-21,West,California,Consumer,Office Supplies,Paper,Standard Class,8,0.19,164.62,0.92,C10423
ORD-2025-01435,2025-08-16,South,North Carolina,Consumer,Furniture,Bookcases,Standard Class,4,0.24,525.47,-36.88,C11593
ORD-2024-01436,2024-08-10,West,Oregon,Corporate,Office Supplies,Storage,Standard Class,3,0.05,151.77,26.57,C10918
ORD-2025-01437,2025-01-06,South,Texas,Home Office,Office Supplies,Paper,Standard Class,7,0.07,55.63,4.9,C10552
ORD-2025-01438,2025-02-05,West,California,Home Office,Technology,Phones,Standard Class,7,0.09,1671.2,300.57,C11466
ORD-2025-01439,2025-03-18,Central,Ohio,Consumer,Office Supplies,Binders,Standard Class,8,0.2,217.16,-4.01,C10653
ORD-2025-01440,2025-05-04,South,Georgia,Corporate,Technology,Phones,Second Class,1,0.09,272.9,53.94,C11512
ORD-2025-01441,2025-09-06,West,Oregon,Home Office,Technology,Phones,Second Class,2,0.04,240.26,30.13,C10042
ORD-2024-01442,2024-09-29,South,Texas,Consumer,Office Supplies,Paper,Same Day,7,0.17,97.6,-50.38,C10102
ORD-2025-01443,2025-06-09,East,New York,Corporate,Office Supplies,Appliances,Standard Class,6,0.11,596.22,71.25,C11418
ORD-2024-01444,2024-06-07,South,Georgia,Consumer,Furniture,Chairs,Standard Class,3,0.28,458.13,-22.25,C11109
ORD-2024-01445,2024-05-31,Central,Ohio,Consumer,Technology,Copiers,Standard Class,4,0.19,1726.56,120.39,C11122
ORD-2025-01446,2025-09-11,East,Massachusetts,Consumer,Furniture,Chairs,Second Class,8,0.14,1085.89,48.4,C10414
ORD-2024-01447,2024-07-06,West,Oregon,Consumer,Furniture,Furnishings,Standard Class,6,0.08,310.75,22.35,C10016
ORD-2024-01448,2024-04-07,East,New York,Corporate,Furniture,Tables,Standard Class,1,0.22,218.61,-14.17,C10337
ORD-2024-01449,2024-05-10,West,California,Consumer,Technology,Machines,Standard Class,8,0.04,2631.45,609.17,C10234
ORD-2024-01450,2024-06-19,West,Oregon,Consumer,Office Supplies,Appliances,Second Class,6,0.26,473.41,-34.9,C10692
ORD-2024-01451,2024-07-01,West,Oregon,Consumer,Office Supplies,Appliances,First Class,8,0.14,417.73,40.39,C10045
ORD-2024-01452,2024-12-29,East,New York,Home Office,Technology,Phones,Same Day,3,0.3,496.64,-41.99,C10620
ORD-2024-01453,2024-02-08,South,Georgia,Consumer,Technology,Phones,Standard Class,2,0.09,294.44,14.99,C11229
ORD-2025-01454,2025-06-10,West,Oregon,Corporate,Office Supplies,Appliances,Standard Class,2,0.08,189.04,19.48,C10664
ORD-2025-01455,2025-05-11,West,Oregon,Corporate,Office Supplies,Paper,First Class,7,0.15,72.04,-21.68,C10408
ORD-2025-01456,2025-05-30,Central,Michigan,Consumer,Office Supplies,Binders,Standard Class,2,0.25,30.94,-21.54,C11718
ORD-2024-01457,2024-12-14,West,California,Consumer,Technology,Accessories,Standard Class,3,0.16,131.44,-11.82,C11148
ORD-2025-01458,2025-01-31,West,California,Corporate,Technology,Phones,Second Class,1,0.14,142.72,10.05,C11685
ORD-2025-01459,2025-12-22,West,Arizona,Consumer,Furniture,Tables,Second Class,7,0.08,1514.08,120.2,C11241
ORD-2024-01460,2024-06-09,South,Texas,Consumer,Office Supplies,Binders,Same Day,5,,133.09,-39.92,C11193
ORD-2024-01461,2024-01-16,South,North Carolina,Corporate,Furniture,Furnishings,Second Class,6,0.17,207.27,0.19,C10011
ORD-2025-01462,2025-05-07,East,Massachusetts,Consumer,Furniture,Bookcases,Standard Class,7,0.25,853.95,-45.28,C10554
ORD-2025-01463,2025-03-01,Central,Illinois,Consumer,Technology,Copiers,Standard Class,2,0.19,654.99,36.82,C11573
ORD-2024-01464,2024-04-17,Central,Michigan,Consumer,Furniture,Tables,First Class,1,0.17,187.32,-49.81,C10516
ORD-2025-01465,2025-03-25,Central,Ohio,Consumer,Office Supplies,Paper,Second Class,8,0.18,129.82,-8.78,C10821
ORD-2024-01466,2024-11-06,Central,Ohio,Corporate,Furniture,Furnishings,Second Class,8,0.11,328.75,9.57,C11492
ORD-2024-01467,2024-06-18,Central,Ohio,Corporate,Office Supplies,Appliances,Same Day,4,0.19,339.0,-11.12,C11424
ORD-2025-01468,2025-06-29,West,Arizona,Corporate,Furniture,Tables,Second Class,4,0.13,893.01,36.34,C11524
ORD-2025-01469,2025-02-17,West,Oregon,Corporate,Furniture,Bookcases,Standard Class,8,0.16,1003.22,38.01,C10799
ORD-2024-01470,2024-09-07,East,Pennsylvania,Consumer,Technology,Machines,Second Class,1,0.18,238.73,19.06,C11341
ORD-2024-01471,2024-05-20,South,Florida,Consumer,Furniture,Tables,Second Class,4,0.29,724.27,-105.34,C11569
ORD-2024-01472,2024-09-30,Central,Ohio,Consumer,Technology,Machines,Standard Class,4,0.09,673.15,94.53,C11722
ORD-2025-01473,2025-02-19,South,Florida,Consumer,Office Supplies,Appliances,Standard Class,2,0.12,137.36,23.8,C11769
ORD-2025-01474,2025-08-30,South,Florida,Home Office,Office Supplies,Binders,Second Class,3,0.03,60.49,5.84,C11092
ORD-2024-01475,2024-02-08,West,Oregon,Corporate,Furniture,Furnishings,Standard Class,3,0.11,242.4,9.3,C11625
ORD-2024-01476,2024-01-29,Central,Minnesota,Consumer,Technology,Accessories,Second Class,3,0.11,100.14,-9.22,C10899
ORD-2025-01477,2025-04-21,Central,Illinois,Consumer,Office Supplies,Appliances,Standard Class,3,0.02,280.06,77.44,C11132
ORD-2024-01478,2024-11-13,South,Florida,Consumer,Technology,Accessories,Same Day,1,0.1,49.31,-39.4,C11747
ORD-2024-01479,2024-09-01,South,Florida,Consumer,Technology,Phones,Standard Class,7,0.16,778.14,77.71,C10990
ORD-2025-01480,2025-11-27,Central,Ohio,Consumer,Furniture,Chairs,Standard Class,2,0.17,382.04,-6.24,C11269
ORD-2024-01481,2024-09-28,West,Washington,Corporate,Office Supplies,Storage,Standard Class,1,0.08,45.93,-5.63,C11017
ORD-2025-01482,2025-03-15,South,North Carolina,Home Office,Technology,Phones,Standard Class,8,0.23,1178.57,33.25,C11351
ORD-2024-01483,2024-08-26,West,Arizona,Corporate,Furniture,Chairs,Standard Class,6,0.14,746.29,13.61,C11349
ORD-2025-01484,2025-01-11,South,Georgia,Consumer,Furniture,Tables,Standard Class,6,0.07,1374.48,123.58,C11232
ORD-2024-01485,2024-09-22,South,Texas,Consumer,Technology,Copiers,Second Class,4,0.09,2772.52,469.18,C11386
ORD-2024-01486,2024-12-24,East,Massachusetts,Consumer,Furniture,Chairs,Standard Class,8,0.29,948.89,-86.3,C11240
ORD-2024-01487,2024-12-05,Central,Minnesota,Corporate,Office Supplies,Appliances,Second Class,2,0.1,218.55,47.83,C11411
ORD-2025-01488,2025-01-23,East,New York,Home Office,Office Supplies,Storage,Second Class,5,0.04,209.54,26.39,C10397
ORD-2025-01489,2025-07-30,East,Massachusetts,Home Office,Technology,Phones,Second Class,8,0.12,1654.94,241.71,C10976
ORD-2025-01490,2025-11-19,East,New York,Consumer,Technology,Copiers,Standard Class,3,0.04,1694.92,370.42,C10187
ORD-2024-01491,2024-01-03,Central,Illinois,Corporate,Office Supplies,Binders,Standard Class,6,0.24,154.05,-15.04,C10462
ORD-2025-01492,2025-03-04,South,Texas,Consumer,Office Supplies,Paper,Standard Class,6,0.29,49.85,-25.5,C10728
ORD-2024-01493,2024-05-21,South,Georgia,Corporate,Furniture,Bookcases,First Class,8,0.37,817.76,-155.98,C10050
ORD-2025-01494,2025-01-10,West,Washington,Consumer,Furniture,Bookcases,First Class,4,0.07,488.42,31.06,C10396
ORD-2025-01495,2025-10-31,South,North Carolina,Consumer,Technology,Phones,Standard Class,3,0.0,724.18,173.77,C10226
ORD-2024-01496,2024-11-19,Central,Illinois,Corporate,Technology,Copiers,Standard Class,3,0.18,995.99,80.0,C11737
ORD-2024-01497,2024-05-25,West,Washington,Consumer,Technology,Phones,Standard Class,3,0.12,847.54,136.32,C10103
ORD-2024-01498,2024-10-19,West,Washington,Consumer,Office Supplies,Appliances,Standard Class,7,0.25,539.18,-9.01,C10029
ORD-2025-01499,2025-10-26,West,Arizona,Consumer,Furniture,Bookcases,Standard Class,6,0.0,668.81,101.01,C10209
ORD-2025-01500,2025-03-07,South,North Carolina,Consumer,Office Supplies,Storage,Second Class,8,0.03,361.53,40.89,C10760
ORD-2025-01501,2025-12-05,Central,Michigan,Consumer,Office Supplies,Paper,Standard Class,5,0.1,86.64,-44.88,C10578
ORD-2025-01502,2025-08-07,Central,Michigan,Consumer,Office Supplies,Paper,Second Class,4,0.05,68.92,-10.59,C11553
ORD-2025-01503,2025-02-02,West,Oregon,Consumer,Technology,Copiers,Same Day,8,0.13,3057.32,406.04,C11300
ORD-2024-01504,2024-12-09,Central,Illinois,Consumer,Technology,Accessories,Second Class,3,0.01,86.6,9.33,C10856
ORD-2024-01505,2024-05-19,West,Arizona,Home Office,Office Supplies,Storage,Standard Class,3,0.11,177.45,26.39,C11067
ORD-2024-01506,2024-07-05,East,Pennsylvania,Consumer,Office Supplies,Binders,Standard Class,2,0.23,37.7,-24.84,C11592
ORD-2024-01507,2024-03-01,Central,Illinois,Consumer,Office Supplies,Storage,Standard Class,3,0.05,131.59,11.66,C10695
ORD-2025-01508,2025-01-14,West,Washington,Corporate,Technology,Copiers,First Class,2,0.06,1834.18,354.07,C11383
ORD-2025-01509,2025-12-10,South,Florida,Home Office,Furniture,Furnishings,Standard Class,4,0.19,247.26,-4.93,C11582
ORD-2025-01510,2025-03-15,West,Arizona,Corporate,Office Supplies,Paper,Standard Class,4,0.17,54.63,-13.83,C10902
ORD-2024-01511,2024-11-14,Central,Michigan,Consumer,Technology,Accessories,Second Class,4,0.13,115.87,-7.88,C11246
ORD-2024-01512,2024-10-28,East,Massachusetts,Corporate,Furniture,Furnishings,Standard Class,2,0.13,108.73,-4.31,C11506
ORD-2024-01513,2024-12-09,Central,Illinois,Corporate,Furniture,Chairs,Second Class,6,0.07,1227.04,121.86,C10452
ORD-2024-01514,2024-01-11,West,Arizona,Corporate,Technology,Phones,Standard Class,6,0.01,1734.23,440.15,C10456
ORD-2024-01515,2024-03-02,West,California,Corporate,Technology,Phones,Standard Class,7,0.03,1284.68,303.09,C10448
ORD-2024-01516,2024-08-13,South,Georgia,Home Office,Technology,Machines,Standard Class,5,0.04,1379.25,284.57,C10018
ORD-2024-01517,2024-06-01,West,Oregon,Home Office,Technology,Copiers,Standard Class,7,0.23,1973.9,129.64,C11192
ORD-2025-01518,2025-12-11,South,North Carolina,Corporate,Office Supplies,Binders,Second Class,5,0.17,122.17,-21.88,C10246
ORD-2025-01519,2025-07-17,South,North Carolina,Consumer,Technology,Phones,Standard Class,7,0.01,564.0,103.72,C11119
ORD-2025-01520,2025-07-24,West,Oregon,Corporate,Technology,Machines,Standard Class,8,0.03,1521.83,342.52,C10065
ORD-2025-01521,2025-08-06,West,Oregon,Corporate,Office Supplies,Paper,Second Class,6,0.05,90.72,0.11,C10400
ORD-2025-01522,2025-10-21,Central,Minnesota,Consumer,Furniture,Furnishings,Second Class,7,0.12,205.3,-23.05,C10441
ORD-2025-01523,2025-07-28,South,Georgia,Home Office,Furniture,Tables,Standard Class,6,0.09,2664.84,223.56,C11378
ORD-2024-01524,2024-11-05,South,Florida,Consumer,Office Supplies,Binders,Standard Class,3,0.14,60.0,-16.63,C11663
ORD-2024-01525,2024-08-30,East,Pennsylvania,Consumer,Office Supplies,Binders,Standard Class,4,0.08,109.97,6.0,C11219
ORD-2025-01526,2025-05-07,South,Florida,Home Office,Technology,Copiers,Standard Class,6,0.1,3833.06,633.13,C11710
ORD-2024-01527,2024-12-31,West,Oregon,Consumer,Furniture,Bookcases,Standard Class,8,0.17,893.19,20.96,C11216
ORD-2024-01528,2024-11-25,South,North Carolina,Consumer,Office Supplies,Paper,Standard Class,1,0.12,14.47,-20.09,C11165
ORD-2024-01529,2024-04-16,South,Florida,Consumer,Technology,Phones,Same Day,6,0.14,1025.33,51.62,C11356
ORD-2024-01530,2024-08-13,West,Oregon,Consumer,Office Supplies,Binders,Standard Class,3,0.02,61.57,8.91,C11391
ORD-2024-01531,2024-08-05,East,Massachusetts,Consumer,Office Supplies,Appliances,First Class,6,0.11,477.38,46.59,C10911
ORD-2025-01532,2025-05-20,West,Arizona,Consumer,Office Supplies,Binders,First Class,5,0.03,138.31,10.94,C10544
ORD-2024-01533,2024-09-15,West,Oregon,Consumer,Technology,Phones,Same Day,5,0.25,870.37,2.08,C11634
ORD-2025-01534,2025-05-31,South,Georgia,Home Office,Technology,Machines,Standard Class,7,0.04,1585.45,318.75,C10900
ORD-2024-01535,2024-02-23,East,New Jersey,Home Office,Office Supplies,Appliances,First Class,4,0.08,441.9,41.11,C10439
ORD-2024-01536,2024-02-16,West,California,Consumer,Furniture,Chairs,Same Day,2,0.28,178.13,-47.86,C10254
ORD-2025-01537,2025-12-27,East,New York,Corporate,Technology,Copiers,Standard Class,8,0.09,4084.78,742.54,C11572
ORD-2025-01538,2025-11-19,South,Florida,Consumer,Office Supplies,Storage,Standard Class,8,0.01,531.81,65.25,C11675
ORD-2025-01539,2025-06-04,Central,Minnesota,Consumer,Technology,Phones,Standard Class,3,0.01,707.24,170.35,C10366
ORD-2024-01540,2024-04-08,East,Massachusetts,Consumer,Technology,Copiers,Second Class,2,0.05,1430.82,290.8,C10998
ORD-2024-01541,2024-01-20,West,Oregon,Home Office,Office Supplies,Appliances,Second Class,5,0.2,379.5,8.55,C11728
ORD-2025-01542,2025-07-26,South,Georgia,Home Office,Technology,Copiers,Standard Class,7,0.31,3333.32,-60.72,C10548
ORD-2025-01543,2025-05-04,South,Georgia,Consumer,Technology,Phones,First Class,4,0.04,435.73,66.93,C10337
ORD-2025-01544,2025-02-22,East,Pennsylvania,Consumer,Technology,Copiers,Standard Class,5,0.09,2911.21,537.13,C10960
ORD-2025-01545,2025-11-20,West,California,Consumer,Office Supplies,Binders,First Class,4,0.19,100.94,-36.09,C11326
ORD-2024-01546,2024-03-02,West,Oregon,Consumer,Technology,Copiers,Standard Class,6,0.06,3294.29,710.24,C11414
ORD-2024-01547,2024-05-24,West,California,Corporate,Furniture,Chairs,Second Class,8,0.38,876.87,-134.41,C10022
ORD-2024-01548,2024-08-03,Central,Minnesota,Consumer,Office Supplies,Binders,Standard Class,1,0.05,23.02,-9.14,C10784
ORD-2024-01549,2024-01-03,South,North Carolina,Corporate,Office Supplies,Storage,Standard Class,2,0.06,108.65,5.49,C11705
ORD-2024-01550,2024-06-08,East,New Jersey,Consumer,Technology,Copiers,Second Class,3,0.14,1820.38,235.66,C10573
ORD-2024-01551,2024-04-29,South,Florida,Home Office,Office Supplies,Appliances,Standard Class,4,0.01,234.83,45.1,C10870
ORD-2024-01552,2024-03-29,East,Massachusetts,Corporate,Technology,Accessories,Standard Class,6,0.09,274.93,55.92,C11007
ORD-2024-01553,2024-11-24,Central,Illinois,Consumer,Office Supplies,Binders,First Class,6,0.14,140.55,-7.24,C11381
ORD-2025-01554,2025-08-02,Central,Ohio,Corporate,Furniture,Chairs,Standard Class,7,0.25,662.98,-24.79,C10181
ORD-2024-01555,2024-12-22,West,Oregon,Corporate,Technology,Phones,First Class,7,0.04,976.47,196.07,C10683
ORD-2025-01556,2025-09-01,East,Massachusetts,Consumer,Office Supplies,Binders,Standard Class,1,0.04,30.71,-30.77,C10030
ORD-2024-01557,2024-09-23,Central,Ohio,Consumer,Technology,Copiers,Standard Class,6,0.16,3481.56,391.17,C11450
ORD-2025-01558,2025-09-08,West,California,Home Office,Technology,Copiers,Standard Class,6,0.06,2401.08,505.28,C10009
ORD-2024-01559,2024-11-18,East,New Jersey,Consumer,Furniture,Tables,Same Day,1,0.19,280.73,-58.27,C10358
ORD-2025-01560,2025-09-26,Central,Ohio,Consumer,Office Supplies,Binders,Standard Class,8,0.05,211.45,22.5,C10633
ORD-2025-01561,2025-06-24,South,Georgia,Consumer,Technology,Accessories,First Class,2,0.2,36.67,-15.55,C11785
ORD-2025-01562,2025-10-10,East,Pennsylvania,Corporate,Technology,Machines,Same Day,6,0.13,1568.1,182.99,C10651
ORD-2024-01563,2024-07-13,South,Texas,Corporate,Technology,Accessories,Standard Class,4,0.23,98.26,-3.42,C10763
ORD-2024-01564,2024-11-27,East,New York,Home Office,Furniture,Tables,Second Class,3,0.35,428.05,-88.38,C10544
ORD-2024-01565,2024-06-18,South,North Carolina,Corporate,Furniture,Furnishings,Second Class,3,0.28,112.38,-24.06,C10811
ORD-2025-01566,2025-06-04,Central,Michigan,Consumer,Technology,Machines,Standard Class,3,0.32,557.46,-40.54,C10928
ORD-2025-01567,2025-04-07,South,Florida,Corporate,Technology,Accessories,Standard Class,5,0.2,177.09,12.08,C11708
ORD-2024-01568,2024-02-09,East,Massachusetts,Corporate,Furniture,Furnishings,Standard Class,8,0.06,510.51,56.98,C10491
ORD-2025-01569,2025-06-20,Central,Illinois,Consumer,Office Supplies,Paper,Second Class,7,0.02,72.64,-8.56,C10558
ORD-2024-01570,2024-09-17,Central,Michigan,Consumer,Office Supplies,Storage,First Class,5,0.09,322.5,1.84,C10839
ORD-2025-01571,2025-01-29,East,Pennsylvania,Consumer,Office Supplies,Storage,Standard Class,4,0.13,198.55,18.22,C10587
ORD-2024-01572,2024-08-13,West,Oregon,Corporate,Technology,Accessories,Standard Class,7,0.17,230.01,8.97,C11204
ORD-2024-01573,2024-05-03,West,Oregon,Home Office,Office Supplies,Appliances,Same Day,6,0.13,584.73,22.67,C10666
ORD-2024-01574,2024-02-07,West,Washington,Corporate,Furniture,Furnishings,Standard Class,6,0.12,344.03,14.82,C11642
ORD-2024-01575,2024-11-23,South,Florida,Home Office,Office Supplies,Storage,Second Class,7,0.09,310.36,41.22,C10996
ORD-2024-01576,2024-09-07,West,Arizona,Consumer,Technology,Copiers,Standard Class,3,0.13,1425.37,213.93,C11466
ORD-2024-01577,2024-06-24,West,Arizona,Home Office,Furniture,Furnishings,First Class,1,0.12,68.74,-15.47,C10482
ORD-2025-01578,2025-08-24,Central,Illinois,Corporate,Furniture,Furnishings,First Class,6,0.21,332.16,-37.36,C10602
ORD-2025-01579,2025-03-29,East,New York,Consumer,Furniture,Furnishings,Standard Class,8,0.13,555.93,22.88,C11354
ORD-2024-01580,2024-02-06,East,New York,Home Office,Office Supplies,Appliances,Standard Class,3,0.19,234.55,7.43,C11713
ORD-2024-01581,2024-11-11,West,Oregon,Consumer,Office Supplies,Paper,Standard Class,4,0.01,51.69,8.53,C10201
ORD-2025-01582,2025-11-18,South,Texas,Home Office,Office Supplies,Appliances,Standard Class,3,0.06,234.78,24.66,C10659
ORD-2025-01583,2025-08-15,South,Texas,Home Office,Office Supplies,Storage,Standard Class,2,0.19,114.74,-11.9,C10096
ORD-2024-01584,2024-04-23,South,Florida,Corporate,Furniture,Bookcases,Second Class,3,0.26,341.34,-38.88,C10886
ORD-2024-01585,2024-02-09,East,Pennsylvania,Corporate,Technology,Phones,Standard Class,8,0.03,1361.04,300.13,C11719
ORD-2024-01586,2024-10-27,Central,Illinois,Consumer,Office Supplies,Appliances,Standard Class,6,0.12,353.52,33.16,C10017
ORD-2024-01587,2024-08-11,West,California,Corporate,Furniture,Tables,First Class,7,0.26,1026.01,-88.41,C10975
ORD-2024-01588,2024-11-13,West,Arizona,Consumer,Office Supplies,Binders,Second Class,6,0.15,173.84,-12.05,C10704
ORD-2024-01589,2024-12-14,West,Oregon,Corporate,Furniture,Chairs,Standard Class,1,0.32,121.74,-20.73,C11766
